url
https://www.wsj.com/articles/city-sues-oil-companies-over-climate-change-1515607107
https://en.wikipedia.org/wiki/Royal_Dutch_Shell
https://www.kallanishenergy.com/2018/01/11/big-apple-sues-oil-majors-over-climate-change/
http://www.latimes.com/topic/business/energy-resource-industries/gasoline-industry/royal-dutch-shell-plc-ORCRP013311-topic.html
https://www.contractormisconduct.org/contractors/71/royal-dutch-shell-plc
http://www.climatefiles.com/shell/1988-shell-report-greenhouse/
http://www.climatekeys.com/climate-change-litigation-news
http://www.sandiegouniontribune.com/news/environment/sd-me-climate-change-legal-20170723-story.html
http://fortune.com/2016/05/16/shell-new-energies-climate-change/
https://www.desmog.uk/2016/03/12/shell-and-chevron-two-oil-giants-two-very-different-approaches-climate-change
